snapshot_date,store_id,product_id,quantity_on_hand,quantity_reserved,reorder_point,updated_at
2026-07-15,STORE0002,PROD000129,167,19,25,2026-07-15 00:00:00
2026-07-15,STORE0002,PROD000190,87,7,25,2026-07-15 00:00:00
2026-07-15,STORE0002,PROD000070,211,14,25,2026-07-15 00:00:00
2026-07-15,STORE0002,PROD000083,155,4,25,2026-07-15 00:00:00
2026-07-15,STORE0002,PROD000007,138,1,25,2026-07-15 00:00:00
2026-07-15,STORE0002,PROD000052,99,7,25,2026-07-15 00:00:00
2026-07-15,STORE0002,PROD000081,158,12,25,2026-07-15 00:00:00
2026-07-15,STORE0002,PROD000048,171,17,25,2026-07-15 00:00:00
2026-07-15,STORE0002,PROD000152,34,8,25,2026-07-15 00:00:00
2026-07-15,STORE0002,PROD000127,133,2,25,2026-07-15 00:00:00
2026-07-15,STORE0002,PROD000196,126,20,25,2026-07-15 00:00:00
2026-07-15,STORE0002,PROD000112,216,5,25,2026-07-15 00:00:00
2026-07-15,STORE0002,PROD000183,156,15,25,2026-07-15 00:00:00
2026-07-15,STORE0002,PROD000055,26,6,25,2026-07-15 00:00:00
2026-07-15,STORE0002,PROD000030,17,2,25,2026-07-15 00:00:00
2026-07-15,STORE0002,PROD000029,174,10,25,2026-07-15 00:00:00
2026-07-15,STORE0002,PROD000013,190,16,25,2026-07-15 00:00:00
2026-07-15,STORE0002,PROD000033,208,5,25,2026-07-15 00:00:00
2026-07-15,STORE0002,PROD000132,83,1,25,2026-07-15 00:00:00
2026-07-15,STORE0002,PROD000107,137,9,25,2026-07-15 00:00:00
2026-07-15,STORE0002,PROD000150,204,6,25,2026-07-15 00:00:00
2026-07-15,STORE0002,PROD000001,71,5,25,2026-07-15 00:00:00
2026-07-15,STORE0002,PROD000049,23,3,25,2026-07-15 00:00:00
2026-07-15,STORE0002,PROD000123,249,5,25,2026-07-15 00:00:00
2026-07-15,STORE0002,PROD000025,24,17,25,2026-07-15 00:00:00
2026-07-15,STORE0002,PROD000035,220,5,25,2026-07-15 00:00:00
2026-07-15,STORE0002,PROD000115,137,16,25,2026-07-15 00:00:00
2026-07-15,STORE0002,PROD000170,191,5,25,2026-07-15 00:00:00
2026-07-15,STORE0002,PROD000047,150,3,25,2026-07-15 00:00:00
2026-07-15,STORE0002,PROD000037,66,11,25,2026-07-15 00:00:00
2026-07-15,STORE0002,PROD000005,79,14,25,2026-07-15 00:00:00
2026-07-15,STORE0002,PROD000135,11,10,25,2026-07-15 00:00:00
2026-07-15,STORE0002,PROD000088,169,10,25,2026-07-15 00:00:00
2026-07-15,STORE0002,PROD000187,235,9,25,2026-07-15 00:00:00
2026-07-15,STORE0002,PROD000171,233,7,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000068,53,5,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000154,23,4,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000060,82,18,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000195,179,11,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000090,167,9,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000161,49,4,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000063,233,8,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000004,74,6,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000020,189,19,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000109,46,5,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000143,15,14,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000071,131,20,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000159,164,3,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000124,209,0,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000016,84,0,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000185,214,17,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000017,149,17,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000168,177,19,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000165,181,8,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000034,187,1,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000101,190,17,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000137,176,2,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000092,103,20,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000032,118,5,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000028,62,6,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000129,102,18,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000190,62,11,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000070,25,1,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000083,118,6,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000007,131,11,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000052,16,10,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000081,207,6,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000048,73,20,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000152,54,11,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000127,108,15,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000196,227,18,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000112,73,2,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000183,88,9,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000055,228,0,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000030,227,19,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000029,77,13,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000013,24,14,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000033,70,11,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000132,81,13,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000107,50,15,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000150,142,1,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000001,30,16,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000049,124,3,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000123,183,10,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000025,22,7,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000035,207,0,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000115,1,1,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000170,48,9,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000047,9,9,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000037,107,3,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000005,44,20,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000135,236,18,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000088,242,18,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000187,42,12,25,2026-07-15 00:00:00
2026-07-15,STORE0003,PROD000171,205,4,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000068,175,7,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000154,195,12,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000060,28,17,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000195,196,3,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000090,93,14,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000161,151,14,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000063,113,13,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000004,241,9,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000020,236,4,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000109,51,14,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000143,135,16,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000071,80,1,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000159,115,18,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000124,180,0,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000016,164,20,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000185,237,9,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000017,117,11,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000168,89,5,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000165,50,0,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000034,199,7,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000101,213,6,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000137,177,10,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000092,161,0,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000032,26,5,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000028,58,5,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000129,145,0,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000190,211,1,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000070,201,3,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000083,192,3,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000007,180,5,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000052,206,8,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000081,157,7,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000048,71,3,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000152,161,11,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000127,175,16,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000196,232,4,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000112,35,2,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000183,221,5,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000055,221,2,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000030,192,11,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000029,19,3,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000013,11,8,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000033,138,0,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000132,179,19,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000107,138,18,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000150,87,1,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000001,99,13,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000049,205,11,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000123,153,7,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000025,87,12,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000035,213,3,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000115,181,8,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000170,221,1,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000047,6,4,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000037,185,3,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000005,77,11,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000135,33,20,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000088,227,17,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000187,100,0,25,2026-07-15 00:00:00
2026-07-15,STORE0004,PROD000171,103,17,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000068,151,4,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000154,206,2,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000060,123,9,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000195,67,15,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000090,185,0,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000161,237,15,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000063,64,19,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000004,171,10,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000020,44,4,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000109,75,19,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000143,238,19,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000071,67,19,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000159,165,17,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000124,148,14,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000016,102,7,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000185,145,3,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000017,96,0,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000168,12,7,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000165,101,18,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000034,73,2,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000101,177,13,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000137,83,17,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000092,118,0,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000032,191,2,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000028,89,4,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000129,237,19,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000190,89,1,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000070,193,13,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000083,62,10,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000007,76,3,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000052,162,13,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000081,113,16,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000048,161,10,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000152,56,0,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000127,70,9,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000196,80,12,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000112,119,11,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000183,165,18,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000055,131,2,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000030,142,20,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000029,211,12,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000013,62,4,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000033,163,9,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000132,193,6,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000107,250,6,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000150,81,0,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000001,245,17,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000049,237,20,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000123,250,11,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000025,22,3,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000035,32,14,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000115,66,16,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000170,236,20,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000047,182,3,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000037,98,4,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000005,107,19,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000135,135,11,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000088,44,0,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000187,86,13,25,2026-07-15 00:00:00
2026-07-15,STORE0005,PROD000171,170,13,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000068,1,1,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000154,177,18,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000060,144,18,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000195,187,6,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000090,37,20,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000161,16,14,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000063,196,8,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000004,102,11,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000020,250,12,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000109,52,20,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000143,135,4,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000071,95,13,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000159,153,1,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000124,40,16,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000016,113,20,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000185,100,2,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000017,206,19,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000168,112,13,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000165,202,17,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000034,23,7,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000101,129,18,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000137,221,3,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000092,5,1,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000032,165,1,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000028,139,15,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000129,183,9,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000190,8,2,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000070,243,17,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000083,150,18,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000007,59,13,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000052,85,20,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000081,185,0,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000048,10,10,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000152,239,7,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000127,16,0,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000196,136,10,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000112,116,17,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000183,231,17,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000055,40,10,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000030,134,8,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000029,221,4,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000013,47,0,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000033,131,20,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000132,96,11,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000107,32,1,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000150,116,15,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000001,74,16,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000049,249,12,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000123,12,2,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000025,90,13,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000035,228,7,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000115,121,16,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000170,243,2,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000047,22,20,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000037,99,18,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000005,13,10,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000135,155,14,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000088,38,14,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000187,62,5,25,2026-07-15 00:00:00
2026-07-15,STORE0006,PROD000171,167,16,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000068,94,11,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000154,215,15,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000060,193,14,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000195,150,15,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000090,68,17,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000161,238,8,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000063,191,0,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000004,133,11,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000020,42,5,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000109,134,13,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000143,22,19,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000071,135,4,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000159,112,4,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000124,104,0,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000016,96,10,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000185,122,13,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000017,130,5,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000168,196,19,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000165,232,19,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000034,196,13,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000101,120,4,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000137,133,5,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000092,209,9,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000032,26,19,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000028,118,16,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000129,186,12,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000190,129,1,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000070,67,5,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000083,134,17,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000007,125,16,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000052,174,19,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000081,41,10,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000048,205,18,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000152,134,12,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000127,227,14,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000196,176,4,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000112,177,9,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000183,31,19,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000055,91,9,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000030,237,3,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000029,160,11,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000013,121,2,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000033,121,13,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000132,43,12,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000107,145,12,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000150,118,5,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000001,206,17,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000049,144,4,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000123,92,15,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000025,109,11,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000035,85,10,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000115,231,2,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000170,67,13,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000047,233,11,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000037,155,18,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000005,129,7,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000135,16,8,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000088,51,1,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000187,152,19,25,2026-07-15 00:00:00
2026-07-15,STORE0007,PROD000171,247,11,25,2026-07-15 00:00:00
2026-07-15,STORE0008,PROD000068,58,5,25,2026-07-15 00:00:00
2026-07-15,STORE0008,PROD000154,26,17,25,2026-07-15 00:00:00
2026-07-15,STORE0008,PROD000060,147,7,25,2026-07-15 00:00:00
2026-07-15,STORE0008,PROD000195,27,20,25,2026-07-15 00:00:00
2026-07-15,STORE0008,PROD000090,92,7,25,2026-07-15 00:00:00
2026-07-15,STORE0008,PROD000161,11,5,25,2026-07-15 00:00:00
