product_id,sku,product_name,category,subcategory,brand,unit_cost,unit_price,is_active,created_at,updated_at
PROD000018,SKU-ELE-00018,Tidal Computing Classic 18,Electronics,Computing,Tidal,4.87,6.39,TRUE,2023-12-31 08:26:06,2024-05-13 08:26:06
PROD000019,SKU-HOM-00019,Everline Storage Lite 19,Home & Kitchen,Storage,Everline,47.59,64.3,TRUE,2024-02-18 08:38:42,2024-04-13 08:38:42
PROD000020,SKU-APP-00020,Vanta Men's Wear Everyday 20,Apparel,Men's Wear,Vanta,25.99,59.38,TRUE,2024-08-26 09:44:11,2024-10-29 09:44:11
PROD000021,SKU-APP-00021,Everline Footwear Everyday 21,Apparel,Footwear,Everline,139.18,325.45,TRUE,2025-06-06 12:10:49,2025-06-24 12:10:49
PROD000022,SKU-GRO-00022,Solace Packaged Foods Pro 22,Grocery,Packaged Foods,Solace,179.28,302.51,TRUE,2025-02-06 10:28:04,2025-06-11 10:28:04
PROD000023,SKU-ELE-00023,Cascade Wearables Everyday 23,Electronics,Wearables,Cascade,28.47,69.84,TRUE,2024-11-03 17:41:06,2025-02-24 17:41:06
PROD000024,SKU-APP-00024,Vanta Men's Wear Classic 24,Apparel,Men's Wear,Vanta,131.78,324.95,FALSE,2023-09-21 15:09:41,2024-03-02 15:09:41
PROD000025,SKU-GRO-00025,Urban Edge Dairy Signature 25,Grocery,Dairy,Urban Edge,126.91,337.19,TRUE,2023-08-21 16:45:49,2023-12-24 16:45:49
PROD000026,SKU-APP-00026,Northfield Women's Wear Everyday 26,Apparel,Women's Wear,Northfield,71.04,165.8,TRUE,2026-04-27 09:36:34,2026-07-27 09:36:34
PROD000027,SKU-GRO-00027,Cascade Snacks Everyday 27,Grocery,Snacks,Cascade,67.67,174.59,TRUE,2025-07-10 09:53:29,2026-01-20 09:53:29
PROD000028,SKU-ELE-00028,Meridian Mobile Accessories Signature 28,Electronics,Mobile Accessories,Meridian,119.95,209.71,TRUE,2025-10-20 09:40:44,2026-01-19 09:40:44
PROD000029,SKU-GRO-00029,Urban Edge Beverages Everyday 29,Grocery,Beverages,Urban Edge,9.32,12.47,TRUE,2024-12-14 15:24:04,2025-05-01 15:24:04
PROD000030,SKU-GRO-00030,Northfield Snacks Lite 30,Grocery,Snacks,Northfield,63.05,113.9,TRUE,2023-11-09 14:07:13,2024-04-24 14:07:13
PROD000031,SKU-BEA-00031,Vanta Haircare Lite 31,Beauty,Haircare,Vanta,44.24,62.29,TRUE,2024-05-29 15:41:01,2024-09-26 15:41:01
PROD000032,SKU-ELE-00032,Urban Edge Mobile Accessories Classic 32,Electronics,Mobile Accessories,Urban Edge,114.98,305.5,TRUE,2024-02-29 15:39:10,2024-07-29 15:39:10
PROD000033,SKU-APP-00033,Ashgrove Men's Wear Signature 33,Apparel,Men's Wear,Ashgrove,108.31,240.82,TRUE,2023-12-21 20:12:27,2024-03-16 20:12:27
PROD000034,SKU-BEA-00034,Solace Haircare Classic 34,Beauty,Haircare,Solace,151.05,376.06,TRUE,2023-11-15 17:11:21,2023-12-01 17:11:21
PROD000035,SKU-GRO-00035,Solace Beverages Lite 35,Grocery,Beverages,Solace,100.95,197.66,TRUE,2023-11-05 10:06:50,2024-04-14 10:06:50
PROD000036,SKU-ELE-00036,Ashgrove Mobile Accessories Signature 36,Electronics,Mobile Accessories,Ashgrove,17.29,22.66,TRUE,2024-02-12 19:41:37,2024-04-24 19:41:37
PROD000037,SKU-GRO-00037,Bluepeak Beverages Classic 37,Grocery,Beverages,Bluepeak,28.33,48.34,TRUE,2026-02-21 14:15:11,2026-07-27 14:15:11
PROD000038,SKU-GRO-00038,Everline Snacks Lite 38,Grocery,Snacks,Everline,64.57,84.38,TRUE,2024-12-08 11:07:33,2025-01-01 11:07:33
PROD000039,SKU-BEA-00039,Ashgrove Haircare Signature 39,Beauty,Haircare,Ashgrove,139.35,318.97,TRUE,2025-03-02 08:12:07,2025-04-09 08:12:07
PROD000040,SKU-ELE-00040,Northfield Mobile Accessories Signature 40,Electronics,Mobile Accessories,Northfield,117.14,202.37,TRUE,2026-01-20 12:21:39,2026-08-02 12:21:39
PROD000041,SKU-APP-00041,Urban Edge Women's Wear Signature 41,Apparel,Women's Wear,Urban Edge,142.03,287.98,TRUE,2024-04-07 09:57:15,2024-10-08 09:57:15
PROD000042,SKU-HOM-00042,Bluepeak Decor Classic 42,Home & Kitchen,Decor,Bluepeak,135.23,358.03,TRUE,2024-11-27 20:07:20,2025-01-24 20:07:20
PROD000043,SKU-GRO-00043,Meridian Beverages Pro 43,Grocery,Beverages,Meridian,160.77,226.73,FALSE,2026-05-02 08:56:27,2026-06-08 08:56:27
PROD000044,SKU-GRO-00044,Meridian Beverages Everyday 44,Grocery,Beverages,Meridian,69.11,137.29,TRUE,2024-09-14 18:22:17,2024-11-04 18:22:17
PROD000045,SKU-BEA-00045,Everline Skincare Pro 45,Beauty,Skincare,Everline,27.16,70.0,TRUE,2026-03-10 14:10:48,2026-06-05 14:10:48
PROD000046,SKU-BEA-00046,Vanta Haircare Signature 46,Beauty,Haircare,Vanta,163.29,353.88,TRUE,2024-11-26 09:26:54,2025-04-08 09:26:54
PROD000047,SKU-ELE-00047,Ashgrove Wearables Pro 47,Electronics,Wearables,Ashgrove,52.41,125.52,TRUE,2024-12-31 11:20:27,2025-05-28 11:20:27
PROD000048,SKU-BEA-00048,Vanta Haircare Lite 48,Beauty,Haircare,Vanta,161.99,312.1,TRUE,2023-11-12 08:30:46,2024-05-26 08:30:46
PROD000049,SKU-BEA-00049,Ashgrove Fragrance Lite 49,Beauty,Fragrance,Ashgrove,146.32,343.12,TRUE,2024-03-01 15:31:15,2024-03-22 15:31:15
PROD000050,SKU-GRO-00050,Urban Edge Beverages Pro 50,Grocery,Beverages,Urban Edge,66.44,110.2,TRUE,2024-02-15 08:30:42,2024-05-03 08:30:42
PROD000051,SKU-BEA-00051,Ashgrove Skincare Signature 51,Beauty,Skincare,Ashgrove,85.09,128.31,TRUE,2025-11-21 10:50:55,2026-02-23 10:50:55
PROD000052,SKU-APP-00052,Meridian Men's Wear Lite 52,Apparel,Men's Wear,Meridian,161.14,289.95,TRUE,2023-10-19 12:27:48,2023-12-27 12:27:48
PROD000053,SKU-ELE-00053,Vanta Mobile Accessories Classic 53,Electronics,Mobile Accessories,Vanta,158.91,381.96,TRUE,2023-12-04 16:58:43,2024-03-06 16:58:43
PROD000054,SKU-HOM-00054,Vanta Decor Pro 54,Home & Kitchen,Decor,Vanta,10.23,18.92,FALSE,2023-12-29 16:45:49,2024-02-19 16:45:49
PROD000055,SKU-ELE-00055,Ashgrove Mobile Accessories Everyday 55,Electronics,Mobile Accessories,Ashgrove,133.52,324.24,TRUE,2024-10-16 20:47:48,2024-12-12 20:47:48
PROD000056,SKU-HOM-00056,Everline Decor Signature 56,Home & Kitchen,Decor,Everline,12.64,23.5,TRUE,2026-02-25 15:32:33,2026-03-28 15:32:33
PROD000057,SKU-BEA-00057,Ashgrove Makeup Classic 57,Beauty,Makeup,Ashgrove,112.91,282.26,TRUE,2023-12-26 11:57:56,2024-04-21 11:57:56
PROD000058,SKU-ELE-00058,Cascade Computing Lite 58,Electronics,Computing,Cascade,22.36,38.32,FALSE,2024-06-12 15:09:55,2024-08-03 15:09:55
PROD000059,SKU-APP-00059,Meridian Kids Wear Classic 59,Apparel,Kids Wear,Meridian,174.61,368.8,TRUE,2024-05-10 15:22:26,2024-08-31 15:22:26
PROD000060,SKU-APP-00060,Bluepeak Men's Wear Everyday 60,Apparel,Men's Wear,Bluepeak,150.79,313.56,TRUE,2025-07-01 14:37:21,2025-12-15 14:37:21
PROD000061,SKU-BEA-00061,Ashgrove Fragrance Signature 61,Beauty,Fragrance,Ashgrove,56.82,85.11,TRUE,2025-05-02 10:50:16,2025-06-29 10:50:16
PROD000062,SKU-HOM-00062,Urban Edge Cookware Lite 62,Home & Kitchen,Cookware,Urban Edge,65.5,129.94,TRUE,2024-07-19 17:59:10,2025-01-17 17:59:10
PROD000063,SKU-ELE-00063,Urban Edge Audio Everyday 63,Electronics,Audio,Urban Edge,45.11,61.43,TRUE,2025-05-23 17:08:28,2025-07-28 17:08:28
PROD000064,SKU-BEA-00064,Solace Skincare Classic 64,Beauty,Skincare,Solace,176.11,268.02,FALSE,2026-02-17 16:10:34,2026-05-05 16:10:34
PROD000065,SKU-GRO-00065,Urban Edge Packaged Foods Everyday 65,Grocery,Packaged Foods,Urban Edge,170.76,459.64,TRUE,2024-06-28 08:47:34,2024-11-04 08:47:34
PROD000066,SKU-HOM-00066,Everline Decor Everyday 66,Home & Kitchen,Decor,Everline,174.62,424.54,TRUE,2024-06-10 20:36:46,2024-10-01 20:36:46
PROD000067,SKU-GRO-00067,Urban Edge Snacks Signature 67,Grocery,Snacks,Urban Edge,123.01,181.48,TRUE,2023-10-03 14:39:53,2023-11-28 14:39:53
PROD000068,SKU-HOM-00068,Vanta Cookware Pro 68,Home & Kitchen,Cookware,Vanta,116.51,253.43,TRUE,2024-11-10 20:59:49,2025-01-20 20:59:49
PROD000069,SKU-BEA-00069,Cascade Fragrance Classic 69,Beauty,Fragrance,Cascade,175.72,332.4,TRUE,2026-05-14 13:38:38,2026-09-21 13:38:38
PROD000070,SKU-HOM-00070,Urban Edge Decor Everyday 70,Home & Kitchen,Decor,Urban Edge,129.73,251.87,TRUE,2025-10-12 13:00:18,2026-01-08 13:00:18
PROD000071,SKU-GRO-00071,Bluepeak Snacks Signature 71,Grocery,Snacks,Bluepeak,131.83,259.22,TRUE,2025-12-12 20:28:18,2026-01-22 20:28:18
PROD000072,SKU-GRO-00072,Vanta Beverages Classic 72,Grocery,Beverages,Vanta,108.83,164.93,FALSE,2025-04-26 15:55:33,2025-07-20 15:55:33
PROD000073,SKU-BEA-00073,Cascade Fragrance Lite 73,Beauty,Fragrance,Cascade,4.17,9.42,TRUE,2025-02-23 14:11:35,2025-06-21 14:11:35
PROD000074,SKU-ELE-00074,Urban Edge Audio Lite 74,Electronics,Audio,Urban Edge,150.31,260.67,TRUE,2026-05-14 08:52:52,2026-07-30 08:52:52
PROD000075,SKU-BEA-00075,Bluepeak Fragrance Signature 75,Beauty,Fragrance,Bluepeak,7.75,10.1,TRUE,2025-02-01 12:40:53,2025-07-13 12:40:53
PROD000076,SKU-HOM-00076,Urban Edge Decor Signature 76,Home & Kitchen,Decor,Urban Edge,90.06,210.0,FALSE,2024-12-27 08:07:48,2025-03-07 08:07:48
PROD000077,SKU-APP-00077,Vanta Kids Wear Classic 77,Apparel,Kids Wear,Vanta,88.05,172.06,TRUE,2025-01-23 18:43:30,2025-07-19 18:43:30
PROD000078,SKU-BEA-00078,Everline Skincare Everyday 78,Beauty,Skincare,Everline,31.82,44.16,TRUE,2025-05-29 15:56:44,2025-07-02 15:56:44
PROD000079,SKU-HOM-00079,Meridian Small Appliances Classic 79,Home & Kitchen,Small Appliances,Meridian,115.62,315.96,TRUE,2023-11-21 12:18:33,2024-05-02 12:18:33
PROD000080,SKU-ELE-00080,Vanta Mobile Accessories Everyday 80,Electronics,Mobile Accessories,Vanta,136.22,288.18,TRUE,2025-05-22 21:54:43,2025-08-07 21:54:43
PROD000081,SKU-HOM-00081,Tidal Cookware Signature 81,Home & Kitchen,Cookware,Tidal,105.67,267.87,TRUE,2023-09-09 10:33:18,2023-12-13 10:33:18
PROD000082,SKU-ELE-00082,Bluepeak Mobile Accessories Lite 82,Electronics,Mobile Accessories,Bluepeak,30.36,49.54,TRUE,2024-09-02 20:57:35,2025-02-06 20:57:35
PROD000083,SKU-BEA-00083,Meridian Skincare Everyday 83,Beauty,Skincare,Meridian,84.51,119.55,TRUE,2024-05-08 08:30:22,2024-07-26 08:30:22
PROD000084,SKU-GRO-00084,Urban Edge Dairy Pro 84,Grocery,Dairy,Urban Edge,128.65,172.79,TRUE,2024-04-12 11:08:54,2024-10-06 11:08:54
PROD000085,SKU-HOM-00085,Bluepeak Storage Signature 85,Home & Kitchen,Storage,Bluepeak,26.05,36.94,TRUE,2024-03-29 09:01:49,2024-07-30 09:01:49
PROD000086,SKU-APP-00086,Tidal Men's Wear Classic 86,Apparel,Men's Wear,Tidal,107.99,216.37,TRUE,2025-01-13 08:04:19,2025-07-02 08:04:19
PROD000087,SKU-APP-00087,Vanta Women's Wear Everyday 87,Apparel,Women's Wear,Vanta,162.51,256.31,FALSE,2025-08-02 08:05:09,2026-02-09 08:05:09
PROD000088,SKU-HOM-00088,Urban Edge Small Appliances Lite 88,Home & Kitchen,Small Appliances,Urban Edge,154.36,381.45,TRUE,2024-12-21 16:36:04,2025-01-15 16:36:04
PROD000089,SKU-BEA-00089,Bluepeak Haircare Lite 89,Beauty,Haircare,Bluepeak,173.67,270.52,TRUE,2023-08-22 19:06:59,2023-10-15 19:06:59
PROD000090,SKU-GRO-00090,Vanta Dairy Signature 90,Grocery,Dairy,Vanta,35.77,82.64,TRUE,2024-03-20 10:53:22,2024-06-25 10:53:22
PROD000091,SKU-ELE-00091,Cascade Wearables Everyday 91,Electronics,Wearables,Cascade,137.77,244.05,TRUE,2026-03-25 09:33:08,2026-07-29 09:33:08
PROD000092,SKU-BEA-00092,Cascade Skincare Signature 92,Beauty,Skincare,Cascade,61.08,90.01,TRUE,2025-03-16 15:38:47,2025-06-03 15:38:47
PROD000093,SKU-GRO-00093,Meridian Dairy Signature 93,Grocery,Dairy,Meridian,36.41,51.13,TRUE,2026-04-14 18:23:11,2026-04-17 18:23:11
PROD000094,SKU-GRO-00094,Tidal Packaged Foods Classic 94,Grocery,Packaged Foods,Tidal,119.56,170.67,TRUE,2024-06-02 14:25:44,2024-10-31 14:25:44
PROD000095,SKU-ELE-00095,Solace Mobile Accessories Signature 95,Electronics,Mobile Accessories,Solace,175.61,317.49,TRUE,2025-11-18 09:14:53,2026-03-06 09:14:53
PROD000096,SKU-BEA-00096,Meridian Makeup Signature 96,Beauty,Makeup,Meridian,66.03,151.87,TRUE,2025-11-19 15:32:17,2025-12-26 15:32:17
PROD000097,SKU-HOM-00097,Ashgrove Decor Signature 97,Home & Kitchen,Decor,Ashgrove,43.86,119.02,TRUE,2023-10-13 09:47:03,2023-10-30 09:47:03
PROD000098,SKU-ELE-00098,Vanta Wearables Lite 98,Electronics,Wearables,Vanta,123.22,188.42,TRUE,2024-02-27 20:04:42,2024-09-06 20:04:42
PROD000099,SKU-GRO-00099,Everline Beverages Lite 99,Grocery,Beverages,Everline,120.19,244.63,TRUE,2025-01-30 16:21:51,2025-06-17 16:21:51
PROD000100,SKU-APP-00100,Cascade Footwear Pro 100,Apparel,Footwear,Cascade,70.9,125.62,TRUE,2025-09-22 15:29:02,2025-09-30 15:29:02
PROD000101,SKU-HOM-00101,Ashgrove Storage Signature 101,Home & Kitchen,Storage,Ashgrove,79.23,140.13,TRUE,2025-10-18 15:48:07,2026-03-12 15:48:07
PROD000102,SKU-BEA-00102,Ashgrove Fragrance Signature 102,Beauty,Fragrance,Ashgrove,102.52,157.31,TRUE,2023-12-06 14:16:31,2024-05-05 14:16:31
PROD000103,SKU-HOM-00103,Solace Small Appliances Lite 103,Home & Kitchen,Small Appliances,Solace,13.87,30.32,TRUE,2024-05-02 21:23:22,2024-11-07 21:23:22
PROD000104,SKU-HOM-00104,Cascade Decor Pro 104,Home & Kitchen,Decor,Cascade,78.78,219.63,TRUE,2025-12-04 13:03:42,2026-02-04 13:03:42
PROD000105,SKU-HOM-00105,Cascade Cookware Signature 105,Home & Kitchen,Cookware,Cascade,156.8,230.76,TRUE,2024-07-26 08:34:20,2024-08-04 08:34:20
PROD000106,SKU-GRO-00106,Everline Packaged Foods Everyday 106,Grocery,Packaged Foods,Everline,6.61,13.25,TRUE,2023-09-28 13:24:36,2024-01-05 13:24:36
PROD000107,SKU-GRO-00107,Bluepeak Snacks Signature 107,Grocery,Snacks,Bluepeak,62.47,128.32,TRUE,2025-07-09 10:39:19,2025-10-10 10:39:19
PROD000108,SKU-APP-00108,Everline Women's Wear Classic 108,Apparel,Women's Wear,Everline,49.93,87.18,TRUE,2025-11-14 20:14:39,2026-05-23 20:14:39
PROD000109,SKU-BEA-00109,Vanta Skincare Everyday 109,Beauty,Skincare,Vanta,62.62,87.72,TRUE,2026-04-13 14:13:22,2026-05-02 14:13:22
PROD000110,SKU-HOM-00110,Tidal Decor Lite 110,Home & Kitchen,Decor,Tidal,58.46,112.33,TRUE,2025-01-09 17:32:29,2025-06-29 17:32:29
PROD000111,SKU-APP-00111,Vanta Women's Wear Lite 111,Apparel,Women's Wear,Vanta,91.36,209.32,TRUE,2026-03-28 12:59:40,2026-08-11 12:59:40
PROD000112,SKU-GRO-00112,Tidal Snacks Everyday 112,Grocery,Snacks,Tidal,38.51,76.78,TRUE,2024-12-18 10:47:43,2025-07-01 10:47:43
PROD000113,SKU-GRO-00113,Cascade Dairy Everyday 113,Grocery,Dairy,Cascade,115.21,295.97,TRUE,2025-02-10 21:18:41,2025-03-23 21:18:41
PROD000114,SKU-ELE-00114,Bluepeak Wearables Signature 114,Electronics,Wearables,Bluepeak,23.1,36.68,TRUE,2024-12-28 20:52:19,2025-04-25 20:52:19
PROD000115,SKU-GRO-00115,Northfield Packaged Foods Lite 115,Grocery,Packaged Foods,Northfield,38.75,66.23,TRUE,2023-10-12 12:50:51,2023-12-22 12:50:51
PROD000116,SKU-APP-00116,Northfield Footwear Signature 116,Apparel,Footwear,Northfield,12.79,33.83,TRUE,2025-05-17 17:19:55,2025-06-02 17:19:55
PROD000117,SKU-APP-00117,Urban Edge Footwear Lite 117,Apparel,Footwear,Urban Edge,44.78,96.57,TRUE,2026-06-03 09:33:42,2026-10-29 09:33:42
PROD000118,SKU-APP-00118,Vanta Women's Wear Pro 118,Apparel,Women's Wear,Vanta,24.64,61.85,FALSE,2025-06-18 21:37:47,2025-09-25 21:37:47
PROD000119,SKU-ELE-00119,Cascade Audio Classic 119,Electronics,Audio,Cascade,34.0,93.67,TRUE,2026-01-30 14:16:55,2026-06-29 14:16:55
PROD000120,SKU-HOM-00120,Solace Cookware Everyday 120,Home & Kitchen,Cookware,Solace,99.6,200.42,TRUE,2024-12-30 12:56:50,2025-02-05 12:56:50
PROD000121,SKU-HOM-00121,Northfield Small Appliances Pro 121,Home & Kitchen,Small Appliances,Northfield,117.24,311.61,TRUE,2023-10-24 21:47:42,2023-11-06 21:47:42
PROD000122,SKU-GRO-00122,Solace Dairy Signature 122,Grocery,Dairy,Solace,162.86,379.12,FALSE,2024-12-10 21:28:24,2024-12-12 21:28:24
PROD000123,SKU-HOM-00123,Cascade Small Appliances Signature 123,Home & Kitchen,Small Appliances,Cascade,168.73,410.86,TRUE,2025-04-14 11:55:56,2025-05-25 11:55:56
PROD000124,SKU-GRO-00124,Everline Snacks Signature 124,Grocery,Snacks,Everline,156.36,396.34,TRUE,2026-05-16 15:47:26,2026-08-09 15:47:26
PROD000125,SKU-APP-00125,Everline Women's Wear Classic 125,Apparel,Women's Wear,Everline,92.62,169.29,TRUE,2025-06-13 15:44:01,2025-12-25 15:44:01
PROD000126,SKU-ELE-00126,Urban Edge Wearables Pro 126,Electronics,Wearables,Urban Edge,3.54,5.66,TRUE,2025-04-30 13:36:05,2025-05-28 13:36:05
PROD000127,SKU-ELE-00127,Solace Wearables Everyday 127,Electronics,Wearables,Solace,82.91,216.42,TRUE,2024-05-13 12:11:43,2024-10-11 12:11:43
PROD000128,SKU-ELE-00128,Meridian Mobile Accessories Classic 128,Electronics,Mobile Accessories,Meridian,68.07,128.67,FALSE,2025-09-24 21:56:36,2025-11-20 21:56:36
PROD000129,SKU-BEA-00129,Cascade Haircare Lite 129,Beauty,Haircare,Cascade,175.42,280.22,TRUE,2024-07-24 08:25:39,2024-11-10 08:25:39
PROD000130,SKU-APP-00130,Urban Edge Kids Wear Signature 130,Apparel,Kids Wear,Urban Edge,170.66,251.9,TRUE,2026-01-21 20:58:59,2026-05-17 20:58:59
PROD000131,SKU-ELE-00131,Everline Audio Pro 131,Electronics,Audio,Everline,53.97,110.17,FALSE,2024-05-06 14:54:13,2024-10-06 14:54:13
PROD000132,SKU-HOM-00132,Meridian Storage Signature 132,Home & Kitchen,Storage,Meridian,34.93,86.93,TRUE,2023-10-11 12:16:15,2024-03-17 12:16:15
PROD000133,SKU-HOM-00133,Cascade Decor Signature 133,Home & Kitchen,Decor,Cascade,4.83,7.24,TRUE,2025-06-06 19:25:43,2025-07-30 19:25:43
PROD000134,SKU-BEA-00134,Cascade Makeup Lite 134,Beauty,Makeup,Cascade,19.86,27.57,FALSE,2025-06-25 11:30:58,2025-09-23 11:30:58
PROD000135,SKU-BEA-00135,Northfield Skincare Lite 135,Beauty,Skincare,Northfield,47.9,106.79,TRUE,2025-04-24 14:42:23,2025-05-27 14:42:23
PROD000136,SKU-ELE-00136,Urban Edge Computing Lite 136,Electronics,Computing,Urban Edge,92.16,248.42,TRUE,2026-03-29 10:05:20,2026-09-26 10:05:20
PROD000137,SKU-HOM-00137,Solace Cookware Everyday 137,Home & Kitchen,Cookware,Solace,10.82,16.14,TRUE,2025-03-11 19:23:59,2025-06-29 19:23:59
PROD000138,SKU-HOM-00138,Tidal Small Appliances Lite 138,Home & Kitchen,Small Appliances,Tidal,58.4,154.12,TRUE,2025-05-21 19:31:48,2025-06-28 19:31:48
PROD000139,SKU-GRO-00139,Bluepeak Snacks Signature 139,Grocery,Snacks,Bluepeak,29.31,48.21,TRUE,2023-10-26 15:16:10,2024-04-23 15:16:10
PROD000140,SKU-GRO-00140,Ashgrove Snacks Pro 140,Grocery,Snacks,Ashgrove,66.1,156.23,TRUE,2026-05-03 15:31:07,2026-11-03 15:31:07
PROD000141,SKU-APP-00141,Everline Women's Wear Lite 141,Apparel,Women's Wear,Everline,34.98,54.3,TRUE,2026-06-20 21:17:36,2026-12-06 21:17:36
PROD000142,SKU-APP-00142,Meridian Women's Wear Classic 142,Apparel,Women's Wear,Meridian,165.91,276.94,TRUE,2026-05-30 18:06:56,2026-08-22 18:06:56
PROD000143,SKU-APP-00143,Solace Footwear Signature 143,Apparel,Footwear,Solace,107.49,293.11,TRUE,2025-06-06 10:01:05,2025-10-01 10:01:05
PROD000144,SKU-HOM-00144,Solace Cookware Pro 144,Home & Kitchen,Cookware,Solace,174.65,398.95,TRUE,2026-02-26 13:46:46,2026-07-21 13:46:46
PROD000145,SKU-APP-00145,Solace Kids Wear Pro 145,Apparel,Kids Wear,Solace,144.27,348.51,FALSE,2025-10-03 09:25:16,2025-11-17 09:25:16
PROD000146,SKU-GRO-00146,Northfield Snacks Pro 146,Grocery,Snacks,Northfield,153.87,237.64,TRUE,2025-11-15 12:41:48,2026-05-01 12:41:48
PROD000147,SKU-GRO-00147,Everline Packaged Foods Lite 147,Grocery,Packaged Foods,Everline,162.96,359.37,TRUE,2025-08-18 18:06:53,2025-11-20 18:06:53
PROD000148,SKU-GRO-00148,Ashgrove Packaged Foods Lite 148,Grocery,Packaged Foods,Ashgrove,50.52,111.17,TRUE,2024-02-14 20:27:51,2024-05-18 20:27:51
PROD000149,SKU-GRO-00149,Northfield Snacks Signature 149,Grocery,Snacks,Northfield,93.86,259.04,TRUE,2024-11-15 18:43:45,2024-12-24 18:43:45
PROD000150,SKU-BEA-00150,Everline Skincare Everyday 150,Beauty,Skincare,Everline,85.87,121.83,TRUE,2026-04-18 12:09:08,2026-10-10 12:09:08
PROD000151,SKU-BEA-00151,Everline Fragrance Signature 151,Beauty,Fragrance,Everline,103.63,220.37,TRUE,2023-11-14 16:06:32,2024-03-01 16:06:32
PROD000152,SKU-BEA-00152,Solace Makeup Signature 152,Beauty,Makeup,Solace,48.11,68.44,TRUE,2026-06-10 08:07:47,2026-11-26 08:07:47
PROD000153,SKU-ELE-00153,Northfield Wearables Signature 153,Electronics,Wearables,Northfield,17.74,46.39,TRUE,2025-04-14 13:37:46,2025-08-08 13:37:46
PROD000154,SKU-HOM-00154,Urban Edge Small Appliances Lite 154,Home & Kitchen,Small Appliances,Urban Edge,40.36,57.2,TRUE,2025-01-26 21:43:06,2025-05-17 21:43:06
PROD000155,SKU-GRO-00155,Northfield Snacks Signature 155,Grocery,Snacks,Northfield,33.4,67.32,TRUE,2025-11-20 21:42:47,2026-04-23 21:42:47
PROD000156,SKU-BEA-00156,Meridian Makeup Pro 156,Beauty,Makeup,Meridian,145.42,208.16,TRUE,2024-05-16 08:12:07,2024-05-20 08:12:07
PROD000157,SKU-ELE-00157,Urban Edge Wearables Pro 157,Electronics,Wearables,Urban Edge,118.0,230.53,TRUE,2024-09-07 09:19:49,2025-01-03 09:19:49
